"item","age","produces"
"brother",26,0.511765
"brother",27,0.484536
"brother",28,0.606784
"brother",29,0.555556
"brother",30,0.638514
"brown",16,0.0156576
"brown",17,0.0145985
"brown",18,0.0731707
"brown",19,0.107143
"brown",20,0.101083
"brown",21,0.140097
"brown",22,0.256281
"brown",23,0.323194
"brown",24,0.357782
"brown",25,0.431373
"brown",26,0.45614
"brown",27,0.461538
"brown",28,0.66206
"brown",29,0.560606
"brown",30,0.760135
"brush",16,0.164927
"brush",17,0.149635
"brush",18,0.31929
"brush",19,0.369048
"brush",20,0.400722
"brush",21,0.429952
"brush",22,0.582915
"brush",23,0.642586
"brush",24,0.692718
"brush",25,0.700326
"brush",26,0.730994
"brush",27,0.789744
"brush",28,0.896985
"brush",29,0.823232
"brush",30,0.922297
"bubbles",16,0.359081
"bubbles",17,0.383212
"bubbles",18,0.574279
"bubbles",19,0.642857
"bubbles",20,0.669065
"bubbles",21,0.63285
"bubbles",22,0.788945
"bubbles",23,0.847909
"bubbles",24,0.867021
"bubbles",25,0.892857
"bubbles",26,0.906433
"bubbles",27,0.917949
"bubbles",28,0.972362
"bubbles",29,0.919192
"bubbles",30,0.983108
"bucket",16,0.0313152
"bucket",17,0.0547445
"bucket",18,0.0931264
"bucket",19,0.166667
"bucket",20,0.137184
"bucket",21,0.231884
"bucket",22,0.286432
"bucket",23,0.357414
"bucket",24,0.419065
"bucket",25,0.483553
"bucket",26,0.520468
"bucket",27,0.54359
"bucket",28,0.722362
"bucket",29,0.626263
"bucket",30,0.777027
"bug",16,0.141962
"bug",17,0.182482
"bug",18,0.350333
"bug",19,0.416667
"bug",20,0.451264
"bug",21,0.492754
"bug",22,0.58794
"bug",23,0.695817
"bug",24,0.734403
"bug",25,0.760656
"bug",26,0.842105
"bug",27,0.793814
"bug",28,0.920854
"bug",29,0.833333
"bug",30,0.918919
"build",16,0.00835073
"build",17,0.0145985
"build",18,0.0332594
"build",19,0.0535714
"build",20,0.0649819
"build",21,0.111111
"build",22,0.19598
"build",23,0.277567
"build",24,0.317857
"build",25,0.391447
"build",26,0.473684
"build",27,0.512821
"build",28,0.628141
"build",29,0.631313
"build",30,0.760135
"bump",16,0.0553236
"bump",17,0.0656934
"bump",18,0.133038
"bump",19,0.14881
"bump",20,0.194946
"bump",21,0.173913
"bump",22,0.366834
"bump",23,0.380228
"bump",24,0.412186
"bump",25,0.481967
"bump",26,0.584795
"bump",27,0.512821
"bump",28,0.711055
"bump",29,0.656566
"bump",30,0.763514
"bunny",16,0.217119
"bunny",17,0.215328
"bunny",18,0.423503
"bunny",19,0.482143
"bunny",20,0.577617
"bunny",21,0.541063
"bunny",22,0.648241
"bunny",23,0.718631
"bunny",24,0.757143
"bunny",25,0.788961
"bunny",26,0.818713
"bunny",27,0.815385
"bunny",28,0.925879
"bunny",29,0.853535
"bunny",30,0.918919
"bus",16,0.15762
"bus",17,0.20073
"bus",18,0.31929
"bus",19,0.474777
"bus",20,0.462094
"bus",21,0.541063
"bus",22,0.718593
"bus",23,0.771863
"bus",24,0.746903
"bus",25,0.798701
"bus",26,0.824561
"bus",27,0.871795
"bus",28,0.924623
"bus",29,0.89899
"bus",30,0.962838
"but",16,0.00313152
"but",17,0.00364964
"but",18,0
"but",19,0.00595238
"but",20,0.0180505
"but",21,0.0386473
"but",22,0.0351759
"but",23,0.0532319
"but",24,0.0724638
"but",25,0.115894
"but",26,0.164706
"but",27,0.226804
"but",28,0.255025
"but",29,0.267677
"but",30,0.39527
"butter",16,0.0438413
"butter",17,0.0474453
"butter",18,0.121951
"butter",19,0.181548
"butter",20,0.252708
"butter",21,0.294686
"butter",22,0.427136
"butter",23,0.441065
"butter",24,0.527728
"butter",25,0.605263
"butter",26,0.672515
"butter",27,0.712821
"butter",28,0.821608
"butter",29,0.727273
"butter",30,0.847973
"butterfly",16,0.0782881
"butterfly",17,0.0985401
"butterfly",18,0.210643
"butterfly",19,0.279762
"butterfly",20,0.305755
"butterfly",21,0.376812
"butterfly",22,0.447236
"butterfly",23,0.539924
"butterfly",24,0.647687
"butterfly",25,0.69281
"butterfly",26,0.719298
"butterfly",27,0.753846
"butterfly",28,0.890704
"butterfly",29,0.808081
"butterfly",30,0.922297
"buttocks",16,0.0897704
"buttocks",17,0.138686
"buttocks",18,0.27051
"buttocks",19,0.363095
"buttocks",20,0.375451
"buttocks",21,0.483092
"buttocks",22,0.552764
"buttocks",23,0.634981
"buttocks",24,0.687389
"buttocks",25,0.754902
"buttocks",26,0.783626
"buttocks",27,0.8
"buttocks",28,0.914573
"buttocks",29,0.828283
"buttocks",30,0.898649
"button",16,0.179541
"button",17,0.149635
"button",18,0.286031
"button",19,0.380952
"button",20,0.388489
"button",21,0.386473
"button",22,0.552764
"button",23,0.619772
"button",24,0.635879
"button",25,0.674342
"button",26,0.719298
"button",27,0.687179
"button",28,0.89196
"button",29,0.772727
"button",30,0.912162
"buy",16,0.00730689
"buy",17,0.0109489
"buy",18,0.0354767
"buy",19,0.0565476
"buy",20,0.0902527
"buy",21,0.101449
"buy",22,0.190955
"buy",23,0.228137
"buy",24,0.289286
"buy",25,0.356436
"buy",26,0.450292
"buy",27,0.494845
"buy",28,0.630653
"buy",29,0.636364
"buy",30,0.733108
"by",16,0.0125261
"by",17,0.0291971
"by",18,0.0243902
"by",19,0.0446429
"by",20,0.0611511
"by",21,0.10628
"by",22,0.115578
"by",23,0.209125
"by",24,0.207581
"by",25,0.280528
"by",26,0.345029
"by",27,0.371134
"by",28,0.505025
"by",29,0.444444
"by",30,0.591216
"bye",16,0.72547
"bye",17,0.751825
"bye",18,0.878049
"bye",19,0.878338
"bye",20,0.910072
"bye",21,0.898551
"bye",22,0.914573
"bye",23,0.935361
"bye",24,0.953901
"bye",25,0.967532
"bye",26,0.964912
"bye",27,0.933333
"bye",28,0.984925
"bye",29,0.974747
"bye",30,0.983108
"cake",16,0.0824635
"cake",17,0.0985401
"cake",18,0.248337
"cake",19,0.324405
"cake",20,0.368231
"cake",21,0.396135
"cake",22,0.582915
"cake",23,0.634981
"cake",24,0.760213
"cake",25,0.775244
"cake",26,0.807018
"cake",27,0.841026
"cake",28,0.915829
"cake",29,0.888889
"cake",30,0.932432
"call",16,0.0960334
"call",17,0.127737
"call",18,0.199557
"call",19,0.25816
"call",20,0.280576
"call",21,0.342995
"call",22,0.472362
"call",23,0.528517
"call",24,0.577265
"call",25,0.67541
"call",26,0.701754
"call",27,0.682051
"call",28,0.807789
"call",29,0.742424
"call",30,0.864865
"camera",16,0.0187891
"camera",17,0.0109489
"camera",18,0.0864745
"camera",19,0.130952
"camera",20,0.173285
"camera",21,0.227053
"camera",22,0.331658
"camera",23,0.34981
"camera",24,0.458929
"camera",25,0.531148
"camera",26,0.596491
"camera",27,0.615385
"camera",28,0.752513
"camera",29,0.676768
"camera",30,0.834459
"camping",16,0.00626305
"camping",17,0.00364964
"camping",18,0.00665188
"camping",19,0.0119048
"camping",20,0.0252708
"camping",21,0.0772947
"camping",22,0.0552764
"camping",23,0.110266
"camping",24,0.0980036
"camping",25,0.148515
"camping",26,0.216374
"camping",27,0.21134
"camping",28,0.305276
"camping",29,0.308081
"camping",30,0.327703
"can.auxiliary",16,0.00730689
"can.auxiliary",17,0
"can.auxiliary",18,0.0421286
"can.auxiliary",19,0.0654762
"can.auxiliary",20,0.0758123
"can.auxiliary",21,0.0772947
"can.auxiliary",22,0.201005
"can.auxiliary",23,0.262357
"can.auxiliary",24,0.266071
"can.auxiliary",25,0.362745
"can.auxiliary",26,0.421053
"can.auxiliary",27,0.502564
"can.auxiliary",28,0.63191
"can.auxiliary",29,0.580808
"can.auxiliary",30,0.716216
"can.object",16,0.0125261
"can.object",17,0.0328467
"can.object",18,0.059867
"can.object",19,0.107143
"can.object",20,0.129964
"can.object",21,0.144928
"can.object",22,0.231156
"can.object",23,0.277567
"can.object",24,0.346014
"can.object",25,0.407895
"can.object",26,0.444444
"can.object",27,0.484536
"can.object",28,0.613065
"can.object",29,0.570707
"can.object",30,0.695946
"candy",16,0.0709812
"candy",17,0.120438
"candy",18,0.232816
"candy",19,0.335312
"candy",20,0.350181
"candy",21,0.400966
"candy",22,0.502513
"candy",23,0.596958
"candy",24,0.669627
"candy",25,0.759868
"candy",26,0.817647
"candy",27,0.798969
"candy",28,0.919598
"candy",29,0.873737
"candy",30,0.929054
"car",16,0.389353
"car",17,0.467153
"car",18,0.656319
"car",19,0.747774
"car",20,0.730216
"car",21,0.772947
"car",22,0.864322
"car",23,0.912548
"car",24,0.906195
"car",25,0.944805
"car",26,0.923977
"car",27,0.953846
"car",28,0.984925
"car",29,0.969697
"car",30,0.986486
"careful",16,0.0240084
"careful",17,0.0182482
"careful",18,0.0909091
"careful",19,0.119048
"careful",20,0.158845
"careful",21,0.15942
"careful",22,0.251256
"careful",23,0.357414
"careful",24,0.387387
"careful",25,0.498361
"careful",26,0.54386
"careful",27,0.512821
"careful",28,0.742462
"careful",29,0.621212
"careful",30,0.787162
"carrots",16,0.0584551
"carrots",17,0.0729927
"carrots",18,0.192905
"carrots",19,0.232143
"carrots",20,0.26259
"carrots",21,0.347826
"carrots",22,0.427136
"carrots",23,0.471483
"carrots",24,0.571936
"carrots",25,0.609836
"carrots",26,0.690058
"carrots",27,0.687179
"carrots",28,0.856784
"carrots",29,0.79798
"carrots",30,0.912162
"carry",16,0.0135699
"carry",17,0.0218978
"carry",18,0.0709534
"carry",19,0.136905
"carry",20,0.144404
"carry",21,0.21256
"carry",22,0.306533
"carry",23,0.39924
"carry",24,0.450628
"carry",25,0.569079
"carry",26,0.619883
"carry",27,0.641026
"carry",28,0.76005
"carry",29,0.747475
"carry",30,0.824324
"cat",16,0.420668
"cat",17,0.448905
"cat",18,0.529933
"cat",19,0.660714
"cat",20,0.669065
"cat",21,0.671498
"cat",22,0.80402
"cat",23,0.847909
"cat",24,0.842478
"cat",25,0.863636
"cat",26,0.94152
"cat",27,0.882051
"cat",28,0.959799
"cat",29,0.964646
"cat",30,0.952703
"catch",16,0.0208768
"catch",17,0.0328467
"catch",18,0.0842572
"catch",19,0.119048
"catch",20,0.154676
"catch",21,0.193237
"catch",22,0.296482
"catch",23,0.38403
"catch",24,0.469751
"catch",25,0.549342
"catch",26,0.602339
"catch",27,0.635897
"catch",28,0.767588
"catch",29,0.722222
"catch",30,0.834459
"cereal",16,0.109603
"cereal",17,0.135036
"cereal",18,0.301552
"cereal",19,0.375
"cereal",20,0.382671
"cereal",21,0.487923
"cereal",22,0.512563
"cereal",23,0.631179
"cereal",24,0.688612
"cereal",25,0.748366
"cereal",26,0.817647
"cereal",27,0.774359
"cereal",28,0.915829
"cereal",29,0.858586
"cereal",30,0.935811
"chair",16,0.156576
"chair",17,0.20438
"chair",18,0.399113
"chair",19,0.446429
"chair",20,0.444043
"chair",21,0.560386
"chair",22,0.693467
"chair",23,0.722433
"chair",24,0.771681
"chair",25,0.814332
"chair",26,0.818713
"chair",27,0.897436
"chair",28,0.948492
"chair",29,0.888889
"chair",30,0.939189
"chalk",16,0.019833
"chalk",17,0.0255474
"chalk",18,0.0731707
"chalk",19,0.122024
"chalk",20,0.111913
"chalk",21,0.183575
"chalk",22,0.281407
"chalk",23,0.288973
"chalk",24,0.361664
"chalk",25,0.39604
"chalk",26,0.411765
"chalk",27,0.469072
"chalk",28,0.636935
"chalk",29,0.540404
"chalk",30,0.685811
"chase",16,0.0104384
"chase",17,0.0291971
"chase",18,0.0532151
"chase",19,0.0833333
"chase",20,0.0830325
"chase",21,0.0966184
"chase",22,0.170854
"chase",23,0.254753
"chase",24,0.27027
"chase",25,0.357377
"chase",26,0.362573
"chase",27,0.376289
"chase",28,0.596734
"chase",29,0.515152
"chase",30,0.648649
"cheek",16,0.0605428
"cheek",17,0.105839
"cheek",18,0.201774
"cheek",19,0.291667
"cheek",20,0.32852
"cheek",21,0.396135
"cheek",22,0.547739
"cheek",23,0.532319
"cheek",24,0.599644
"cheek",25,0.669935
"cheek",26,0.678363
"cheek",27,0.779487
"cheek",28,0.841709
"cheek",29,0.787879
"cheek",30,0.864865
"cheerios",16,0.158664
"cheerios",17,0.189781
"cheerios",18,0.27051
"cheerios",19,0.294643
"cheerios",20,0.33935
"cheerios",21,0.391304
"cheerios",22,0.472362
"cheerios",23,0.51711
"cheerios",24,0.528674
"cheerios",25,0.611111
"cheerios",26,0.625731
"cheerios",27,0.687179
"cheerios",28,0.787688
"cheerios",29,0.737374
"cheerios",30,0.837838
"cheese",16,0.363257
"cheese",17,0.408759
"cheese",18,0.558758
"cheese",19,0.649852
"cheese",20,0.694245
"cheese",21,0.661836
"cheese",22,0.778894
"cheese",23,0.836502
"cheese",24,0.870796
"cheese",25,0.863192
"cheese",26,0.918129
"cheese",27,0.928205
"cheese",28,0.961055
"cheese",29,0.924242
"cheese",30,0.972973
"chicken.animal",16,0.0835073
"chicken.animal",17,0.109489
"chicken.animal",18,0.250554
"chicken.animal",19,0.294643
"chicken.animal",20,0.338129
"chicken.animal",21,0.396135
"chicken.animal",22,0.542714
"chicken.animal",23,0.577947
"chicken.animal",24,0.657801
"chicken.animal",25,0.67541
"chicken.animal",26,0.760234
"chicken.animal",27,0.789744
"chicken.animal",28,0.875628
"chicken.animal",29,0.823232
"chicken.animal",30,0.89527
"chicken.food",16,0.0803758
"chicken.food",17,0.0912409
"chicken.food",18,0.235033
"chicken.food",19,0.309524
"chicken.food",20,0.363309
"chicken.food",21,0.444444
"chicken.food",22,0.532663
"chicken.food",23,0.570342
"chicken.food",24,0.638298
"chicken.food",25,0.729642
"chicken.food",26,0.747059
"chicken.food",27,0.815385
"chicken.food",28,0.903266
"chicken.food",29,0.838384
"chicken.food",30,0.912162
"child",16,0.00730689
"child",17,0.00729927
"child",18,0.0310421
"child",19,0.0326409
"child",20,0.0397112
"child",21,0.0386473
"child",22,0.080402
"child",23,0.110266
"child",24,0.154955
"child",25,0.157895
"child",26,0.157895
"child",27,0.25641
"child",28,0.329146
"child",29,0.30303
"child",30,0.371622
"child_own_name",16,0.250522
"child_own_name",17,0.324818
"child_own_name",18,0.439024
"child_own_name",19,0.511905
"child_own_name",20,0.517986
"child_own_name",21,0.628019
"child_own_name",22,0.708543
"child_own_name",23,0.730038
"child_own_name",24,0.780531
"child_own_name",25,0.834416
"child_own_name",26,0.865497
"child_own_name",27,0.876923
"child_own_name",28,0.939698
"child_own_name",29,0.909091
"child_own_name",30,0.966216
"chin",16,0.0469729
"chin",17,0.0547445
"chin",18,0.184035
"chin",19,0.276786
"chin",20,0.288809
"chin",21,0.333333
"chin",22,0.492462
"chin",23,0.494297
"chin",24,0.561497
"chin",25,0.616393
"chin",26,0.719298
"chin",27,0.702564
"chin",28,0.826633
"chin",29,0.80303
"chin",30,0.837838
"chocolate",16,0.0250522
"chocolate",17,0.040146
"chocolate",18,0.113082
"chocolate",19,0.142433
"chocolate",20,0.209386
"chocolate",21,0.227053
"chocolate",22,0.376884
"chocolate",23,0.406844
"chocolate",24,0.501773
"chocolate",25,0.514658
"chocolate",26,0.590643
"chocolate",27,0.676923
"chocolate",28,0.792714
"chocolate",29,0.737374
"chocolate",30,0.871622
"choo_choo",16,0.282881
"choo_choo",17,0.328467
"choo_choo",18,0.503326
"choo_choo",19,0.589286
"choo_choo",20,0.613718
"choo_choo",21,0.574879
"choo_choo",22,0.733668
"choo_choo",23,0.779468
"choo_choo",24,0.804965
"choo_choo",25,0.840909
"choo_choo",26,0.842105
"choo_choo",27,0.850515
"choo_choo",28,0.948492
"choo_choo",29,0.868687
"choo_choo",30,0.929054
"church",16,0.0302714
"church",17,0.0875912
"church",18,0.119734
"church",19,0.184524
"church",20,0.202166
"church",21,0.222222
"church",22,0.276382
"church",23,0.323194
"church",24,0.389189
"church",25,0.460265
"church",26,0.561404
"church",27,0.463918
"church",28,0.570352
"church",29,0.575758
"church",30,0.695946
"circus",16,0.00208768
"circus",17,0.00364964
"circus",18,0.0133038
"circus",19,0.0119048
"circus",20,0.0252708
"circus",21,0.0386473
"circus",22,0.0854271
"circus",23,0.102662
"circus",24,0.137681
"circus",25,0.188119
"circus",26,0.252941
"circus",27,0.247423
"circus",28,0.371859
"circus",29,0.353535
"circus",30,0.429054
"clap",16,0.0668058
"clap",17,0.120438
"clap",18,0.210643
"clap",19,0.294643
"clap",20,0.3213
"clap",21,0.299517
"clap",22,0.492462
"clap",23,0.509506
"clap",24,0.589698
"clap",25,0.648026
"clap",26,0.672515
"clap",27,0.671795
"clap",28,0.820352
"clap",29,0.752525
"clap",30,0.864865
"clean.action",16,0.0334029
"clean.action",17,0.0656934
"clean.action",18,0.135255
"clean.action",19,0.21365
"clean.action",20,0.276978
"clean.action",21,0.275362
"clean.action",22,0.422111
"clean.action",23,0.463878
"clean.action",24,0.560284
"clean.action",25,0.619672
"clean.action",26,0.695906
"clean.action",27,0.671795
"clean.action",28,0.859296
"clean.action",29,0.752525
"clean.action",30,0.902027
"clean.description",16,0.0365344
"clean.description",17,0.0839416
"clean.description",18,0.155211
"clean.description",19,0.231454
"clean.description",20,0.280576
"clean.description",21,0.318841
"clean.description",22,0.452261
"clean.description",23,0.494297
"clean.description",24,0.579787
"clean.description",25,0.663399
"clean.description",26,0.695906
"clean.description",27,0.682051
"clean.description",28,0.861809
"clean.description",29,0.762626
"clean.description",30,0.908784
"climb",16,0.0177453
"climb",17,0.0364964
"climb",18,0.0709534
"climb",19,0.133929
"climb",20,0.144404
"climb",21,0.173913
"climb",22,0.341709
"climb",23,0.368821
"climb",24,0.447038
"climb",25,0.531148
"climb",26,0.567251
"climb",27,0.572165
"climb",28,0.755025
"climb",29,0.70202
"climb",30,0.814189
"clock",16,0.135699
"clock",17,0.149635
"clock",18,0.286031
"clock",19,0.33631
"clock",20,0.382671
"clock",21,0.376812
"clock",22,0.492462
"clock",23,0.551331
"clock",24,0.620072
"clock",25,0.653595
"clock",26,0.672515
"clock",27,0.723077
"clock",28,0.846734
"clock",29,0.787879
"clock",30,0.888514
"close",16,0.0605428
"close",17,0.0620438
"close",18,0.141907
"close",19,0.169643
"close",20,0.252708
"close",21,0.246377
"close",22,0.40201
"close",23,0.448669
"close",24,0.516874
"close",25,0.583062
"close",26,0.654971
"close",27,0.65641
"close",28,0.834171
"close",29,0.777778
"close",30,0.864865
"closet",16,0.0114823
"closet",17,0.00729927
"closet",18,0.0487805
"closet",19,0.110119
"closet",20,0.115523
"closet",21,0.169082
"closet",22,0.276382
"closet",23,0.277567
"closet",24,0.420959
"closet",25,0.444079
"closet",26,0.549708
"closet",27,0.623711
"closet",28,0.737437
"closet",29,0.686869
"closet",30,0.797297
"cloud",16,0.0323591
"cloud",17,0.0328467
"cloud",18,0.108647
"cloud",19,0.196429
"cloud",20,0.180505
"cloud",21,0.241546
"cloud",22,0.351759
"cloud",23,0.395437
"cloud",24,0.464286
"cloud",25,0.490132
"cloud",26,0.54386
"cloud",27,0.605128
"cloud",28,0.762563
"cloud",29,0.681818
"cloud",30,0.814189
"clown",16,0.0229645
"clown",17,0.0291971
"clown",18,0.0931264
"clown",19,0.116071
"clown",20,0.148014
"clown",21,0.149758
"clown",22,0.19598
"clown",23,0.281369
"clown",24,0.338768
"clown",25,0.407895
"clown",26,0.467836
"clown",27,0.494845
"clown",28,0.698492
"clown",29,0.505051
"clown",30,0.668919
"coat",16,0.0939457
"coat",17,0.156934
"coat",18,0.252772
"coat",19,0.357143
"coat",20,0.393502
"coat",21,0.434783
"coat",22,0.567839
"coat",23,0.69962
"coat",24,0.669643
"coat",25,0.688525
"coat",26,0.707602
"coat",27,0.779487
"coat",28,0.815327
"coat",29,0.813131
"coat",30,0.898649
"cockadoodledoo",16,0.132568
"cockadoodledoo",17,0.105839
"cockadoodledoo",18,0.18847
"cockadoodledoo",19,0.252976
"cockadoodledoo",20,0.269784
"cockadoodledoo",21,0.333333
"cockadoodledoo",22,0.386935
"cockadoodledoo",23,0.38403
"cockadoodledoo",24,0.501792
"cockadoodledoo",25,0.537705
"cockadoodledoo",26,0.558824
"cockadoodledoo",27,0.533333
"cockadoodledoo",28,0.751256
"cockadoodledoo",29,0.570707
"cockadoodledoo",30,0.733108
"coffee",16,0.0417537
"coffee",17,0.040146
"coffee",18,0.152993
"coffee",19,0.198813
"coffee",20,0.238267
"coffee",21,0.270531
"coffee",22,0.396985
"coffee",23,0.429658
"coffee",24,0.505357
"coffee",25,0.579805
"coffee",26,0.608187
"coffee",27,0.625641
"coffee",28,0.785176
"coffee",29,0.666667
"coffee",30,0.783784
"coke",16,0.0427975
"coke",17,0.040146
"coke",18,0.0909091
"coke",19,0.136905
"coke",20,0.148014
"coke",21,0.183575
"coke",22,0.251256
"coke",23,0.201521
"coke",24,0.34296
"coke",25,0.412541
"coke",26,0.405882
"coke",27,0.376289
"coke",28,0.537688
"coke",29,0.439394
"coke",30,0.564189
"cold",16,0.133612
"cold",17,0.189781
"cold",18,0.332594
"cold",19,0.4375
"cold",20,0.472924
"cold",21,0.507246
"cold",22,0.668342
"cold",23,0.714829
"cold",24,0.765957
"cold",25,0.818182
"cold",26,0.836257
"cold",27,0.820513
"cold",28,0.944724
"cold",29,0.873737
"cold",30,0.952703
"comb",16,0.059499
"comb",17,0.0766423
"comb",18,0.179601
"comb",19,0.232143
"comb",20,0.277978
"comb",21,0.2657
"comb",22,0.366834
"comb",23,0.425856
"comb",24,0.463327
"comb",25,0.575658
"comb",26,0.666667
"comb",27,0.594872
"comb",28,0.775126
"comb",29,0.691919
"comb",30,0.817568
"cook",16,0.0281837
"cook",17,0.0364964
"cook",18,0.124169
"cook",19,0.142857
"cook",20,0.205776
"cook",21,0.256039
"cook",22,0.301508
"cook",23,0.418251
"cook",24,0.499109
"cook",25,0.574257
"cook",26,0.608187
"cook",27,0.613402
